"用例编号","所属模块","用例标题","前置条件","步骤","预期","实际情况","优先级","用例类型","适用阶段","B","R","S","结果","由谁创建"
"76","/抢租客/历史记录/搜索历史订单(#17)","验证界面放大缩小","位于查看订单界面","1. 按住ctrl，滑动鼠标滚轮
2. 放大到界面不能完全展示时出现滑动条可滑动查看","1. 点击成功
2. 出现滑动条可滑动查看","点击成功1. 	点击成功
2. 无滑动条","1","功能测试","系统测试阶段","1","1","2","失败","石文星",""
"77","/抢租客/历史记录(#10)","验证界面布局、控件功能、字体大小颜色、正确性等","处于评论订单界面","1. 抢租客0登录
2. 点击历史记录，评论验证界面布局、控件功能、字体大小颜色、正确性","1. 登录成功
2. 界面布局、控件功能、字体大小颜色、正确","1. 
2.","1","功能测试","系统测试阶段","0","0","2","","石文星",""
"78","/抢租客/历史记录/评论订单(#19)","验证评论功能","处于查看已完成订单界面","1. 点击具体订单项中间的蓝色“评论”按钮，输入评论
2. 查看是否成功","1. 评论成功
2. 可在评论界面查看到","1. 
2.","1","功能测试","系统测试阶段","0","1","2","通过","石文星",""
"79","/抢租客/历史记录/评论订单(#19)","验证评论功能","处于查看进行中订单界面","1. 点击具体订单项中间的蓝色“评论”按钮，输入评论","1. 评论失败，并显示订单进行中","可以评论1. 可以评论","1","功能测试","系统测试阶段","1","1","1","失败","石文星",""
"80","/抢租客/历史记录/评论订单(#19)","验证评论过多时能否换页","处于查看订单界面","1. 点击具体订单项中间的蓝色“评论”按钮
2. 查看展示界面换页符能否使用","1. 点击成功
2. 切换成功","1. 
2.","1","功能测试","系统测试阶段","0","1","2","通过","石文星",""
"81","/抢租客/历史记录/删除订单(#20)","验证删除订单是否弹窗确认","处于查看订单界面","1. 点击具体订单项中间的‘取消订单’按钮
2. 查看是否弹窗","1. 点击成功
2. 出现弹窗","1. 
2.","1","功能测试","系统测试阶段","0","1","2","通过","石文星",""
"82","/抢租客/历史记录/删除订单(#20)","验证删除订单","处于查看订单界面","1. 点击2021年1月8日 单项中间的‘取消订单’按钮
2. 点击确定，在查询2021年1月8日 当天订单","1. 点击成功
2. 删除成功","1. 
2.","1","功能测试","系统测试阶段","0","1","2","通过","石文星",""
"83","/(#0)","该订单信息数据库是否已删除","/","1. 查看数据库","1. 删除成功","1.","1","功能测试","系统测试阶段","0","0","1","","石文星",""
"84","/抢租客/我的(#11)","验证界面布局、控件功能、字体大小颜色、正确性等","账号：抢租客0
密码：123
已登录","1. 验证界面布局、控件、字体大小颜色、正确性","1. 界面布局、各控件功能、字体正常","1.","3","功能测试","系统测试阶段","0","1","1","通过","石文星",""
"85","/抢租客/我的/显示个人信息(#21)","个人信息是否全面、正确","账号：抢租客0
密码：123
已登录","1. 点击我的
2. 查看","1. 点击成功
2. 查看成功","1. 
2.","1","功能测试","系统测试阶段","0","1","2","通过","石文星",""
"86","/抢租客/我的/修改个人信息(#22)","更改信息界面各控件是否可正常点击、跳转","位于我的-更改信息界面","1. 点击更改信息
2. 各控件是否可正常点击","1. 点击成功
2. 正常点击","1. 
2.","3","功能测试","系统测试阶段","0","1","2","通过","石文星",""
"87","/抢租客/我的/修改个人信息(#22)","手机号弹框的输入内容验证","账号：抢租客0
密码：123
已登录
位于我的-更改信息界面","1. 点击更改信息
2. 将15601588024改为15601588025","1. 点击成功
2. 修改成功","1. 
2.","1","功能测试","系统测试阶段","0","1","2","通过","石文星",""
"88","/抢租客/我的/修改个人信息(#22)","手机号弹框的输入内容验证","账号：抢租客0
密码：123
已登录
位于我的-更改信息界面","1. 点击更改信息
2. 将15601588025改为156015880254","1. 点击成功
2. 修改失败","点击成功1. 	点击成功
2. 修改成功","1","功能测试","系统测试阶段","1","1","2","失败","石文星",""
"89","/抢租客/我的/修改个人信息(#22)","手机号弹框的输入内容验证","账号：抢租客0
密码：123
已登录
位于我的-更改信息界面","1. 点击更改信息
2. 将156015880254改为1560158802","1. 点击成功
2. 修改失败","点击成功1. 	点击成功
2. 	修改成功","1","功能测试","系统测试阶段","1","1","2","失败","石文星",""
"90","/抢租客/我的/修改个人信息(#22)","手机号弹框的输入内容验证","账号：抢租客0
密码：123
已登录
位于我的-更改信息界面","1. 点击更改信息
2. 将1560158802改为156015880.2","1. 点击成功
2. 修改失败","点击成功1. 	点击成功
2. 修改成功","1","功能测试","系统测试阶段","1","1","2","失败","石文星",""
"91","/抢租客/我的/修改个人信息(#22)","手机号弹框的输入内容验证","账号：抢租客0
密码：123
已登录
位于我的-更改信息界面","1. 点击更改信息
2. 将1560158802改为156015880 2","1. 点击成功
2. 修改失败","点击成功1. 点击成功
2. 修改成功","1","功能测试","系统测试阶段","1","1","2","失败","石文星",""
"92","/抢租客/我的/修改个人信息(#22)","手机号弹框的输入内容验证","账号：抢租客0
密码：123
已登录
位于我的-更改信息界面","1. 点击更改信息
2. 将性别女改为男","1. 点击成功
2. 修改成功","点击成功1. 点击成功
2. 修改失败","1","功能测试","系统测试阶段","1","1","2","失败","石文星",""
"93","/抢租客/我的/修改个人信息(#22)","性别弹框是否可下拉选择","账号：抢租客0
密码：123
已登录
位于我的-更改信息界面","1. 点击更改信息-性别
2. 选择性别","1. 点击成功
2. 选择成功","1. 
2.","1","功能测试","系统测试阶段","0","1","2","通过","石文星",""
"94","/抢租客/我的/修改个人信息(#22)","性别弹框是否可下拉选择","账号：抢租客0
密码：123
已登录
位于我的-更改信息界面","1. 点击更改信息-性别
2. 选择性别","1. 点击成功
2. 选择成功","1. 
2. 无法选择","1","功能测试","系统测试阶段","1","1","2","失败","石文星",""
"95","/抢租客/我的/修改个人信息(#22)","验证昵称弹框的输入内容，输入抢租客1","账号：抢租客0
密码：123
已登录","1. 点击更改信息
2. 将昵称改为抢租客1","1. 点击成功
2. 修改成功","点击成功1. 点击成功
2. 修改失败","1","功能测试","系统测试阶段","1","1","2","失败","石文星",""
"96","/抢租客/我的/修改个人信息(#22)","验证昵称弹框的输入内容，输入20位","账号：抢租客0
密码：123
已登录","1. 点击更改信息
2. 将昵称改为12345678901234567890","1. 点击成功
2. 修改失败","1. 
2.","1","功能测试","系统测试阶段","0","1","2","通过","石文星",""
"97","/抢租客/我的/修改个人信息(#22)","验证昵称弹框的输入为空","账号：抢租客0
密码：123
已登录","1. 点击更改信息
2. 将昵称改为空","1. 点击成功
2. 修改失败","1. 
2.","1","功能测试","系统测试阶段","0","1","2","通过","石文星",""
"98","/抢租客/我的/修改个人信息(#22)","验证昵称弹框的输入为1位","账号：抢租客0
密码：123
已登录","1. 点击更改信息
2. 将昵称改为1","1. 点击成功
2. 修改失败","1. 
2.","1","功能测试","系统测试阶段","0","1","2","通过","石文星",""
"99","/抢租客/我的/修改个人信息(#22)","验证昵称弹框的输入含特殊字符","账号：抢租客0
密码：123
已登录","1. 点击更改信息
2. 将姓名改为抢租，客0","1. 点击成功
2. 修改失败","点击成功1. 点击成功
2. 修改成功","1","功能测试","系统测试阶段","1","1","2","失败","石文星",""
"100","/抢租客/我的/修改个人信息(#22)","验证昵称弹框的输入含空格","账号：抢租客0
密码：123
已登录","1. 点击更改信息
2. 将姓名改为抢 租客","1. 点击成功
2. 修改失败","点击成功1. 点击成功
2. 修改成功","1","功能测试","系统测试阶段","1","1","2","失败","石文星",""
"101","/抢租客/我的/修改个人信息(#22)","验证姓名弹框的输入内容，输入正确","账号：抢租客0
密码：123
已登录","1. 点击更改信息
2. 将姓名改为李娜","1. 点击成功
2. 修改成功","点击成功1. 点击成功
2. 修改失败","1","功能测试","系统测试阶段","1","1","2","失败","石文星",""
"102","/抢租客/我的/修改个人信息(#22)","验证昵称弹框的输入内容，输入5位","账号：抢租客0
密码：123
已登录","1. 点击更改信息
2. 将姓名改为12345678901234567890","1. 点击成功
2. 修改失败","1. 
2.","1","功能测试","系统测试阶段","0","1","2","通过","石文星",""
"103","/抢租客/我的/修改个人信息(#22)","验证姓名弹框的输入为空","账号：抢租客0
密码：123
已登录","1. 点击更改信息
2. 将姓名改为空","1. 点击成功
2. 修改失败","1. 
2.","1","功能测试","系统测试阶段","0","1","2","通过","石文星",""
"104","/抢租客/我的/修改个人信息(#22)","验证姓名弹框的输入为1位","账号：抢租客0
密码：123
已登录","1. 点击更改信息
2. 将姓名改为1","1. 点击成功
2. 修改失败","1. 
2.","1","功能测试","系统测试阶段","0","1","2","通过","石文星",""
"105","/抢租客/我的/修改个人信息(#22)","验证姓名弹框的输入含特殊字符","账号：抢租客0
密码：123
已登录","1. 点击更改信息
2. 将姓名改为李娜，娜","1. 点击成功
2. 修改失败","1. 
2.","1","功能测试","系统测试阶段","0","1","2","通过","石文星",""
"106","/抢租客/我的/修改个人信息(#22)","验证姓名弹框的输入含空格","账号：抢租客0
密码：123
已登录","1. 点击更改信息
2. 将姓名改为李 娜","1. 点击成功
2. 修改失败","1. 
2.","1","功能测试","系统测试阶段","0","1","2","通过","石文星",""
"107","/抢租客/我的/实名认证(#23)","各控件是否可正常点击、跳转","位于我的-实名认证界面","1. 点击实名认证
2. 各控件是否可正常点击","1. 点击成功
2. 正常点击","1. 
2.","3","功能测试","系统测试阶段","0","1","2","通过","石文星",""
"108","/抢租客/我的/实名认证(#23)","上传信息正确验证","账号：抢租客0
密码：123
已登录","1. 点击实名认证
2. 上传身份证照片","1. 点击成功
2. 认证成功","点击成功1. 点击成功
2. 点击上传无反应","1","功能测试","系统测试阶段","1","1","2","失败","石文星",""
"109","/抢租客/我的/实名认证(#23)","上传信息错误验证","账号：抢租客0
密码：123
已登录","1. 点击实名认证
2. 上传其他图","1. 点击成功
2. 认证失败","点击成功1. 点击成功
2. 上传按钮点击无反应","1","功能测试","系统测试阶段","1","1","2","失败","石文星",""
"110","/抢租客/我的/更改头像(#24)","各控件是否可正常点击、跳转","位于我的-更改头像","1. 点击实名认证
2. 各控件是否可正常点击","1. 点击成功
2. 正常点击","1. 
2.","3","功能测试","系统测试阶段","0","1","2","通过","石文星",""
"111","/抢租客/我的/更改头像(#24)","上传后头像是否能变更成功","账号：抢租客0
密码：123
已登录","1. 点击上传头像
2. 上传头像
3. 刷新查看","1. 点击成功
2. 上传成功
3. 查看成功","点击成功1. 	点击成功
2. 	上传成功
3. 	查看失败","1","功能测试","系统测试阶段","1","1","3","失败","石文星",""
"112","/抢租客/我的/更改账户绑定(#25)","各控件是否可正常点击、跳转","位于我的-更改头像","1. 点击更改账户绑定
2. 各控件是否可正常点击","1. 点击成功
2. 正常点击","1. 
2.","3","功能测试","系统测试阶段","0","1","2","通过","石文星",""
"113","/抢租客/我的/更改账户绑定(#25)","验证正确支付宝账户的绑定新增或变更操作","位于我的-更改头像","1. 点击更改账户绑定
2. 绑定支付宝账户13412341234","1. 点击成功
2. 绑定成功","1. 
2.","1","功能测试","系统测试阶段","0","1","2","通过","石文星",""
"114","/抢租客/我的/更改账户绑定(#25)","验证错误支付宝账户的绑定新增或变更操作","位于我的-更改头像","1. 点击更改账户绑定
2. 绑定支付宝账户1242","1. 点击成功
2. 绑定失败","点击成功1. 点击成功
2. 绑定成功","1","功能测试","系统测试阶段","1","1","2","失败","石文星",""
